"NVIDIA DGX A100 (1x A100-SXM-80GB, TensorRT)"	DGX-A100_A100-SXM-80GBx1_TRT	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					2 TB	15 TB	NVMe SSD			1	NVIDIA A100-SXM-80GB					80 GB	HBM2e				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0"	
"NVIDIA DGX A100 (1x A100-SXM-80GB, TensorRT, Triton)"	DGX-A100_A100-SXM-80GBx1_TRT_Triton	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					2 TB	15 TB	NVMe SSD			1	NVIDIA A100-SXM-80GB					80 GB	HBM2e				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0, Triton 21.07"	
"Gigabyte G482-Z54 (1x A100-PCIe, TensorRT)"	A100-PCIex1_TRT	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					1 TB	4 TB	NVMe SSD			1	NVIDIA A100-PCIe-40GB					40 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0"	
"Gigabyte G482-Z54 (1x A100-PCIe, TensorRT, Triton)"	A100-PCIex1_TRT_Triton	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					1 TB	4 TB	NVMe SSD			1	NVIDIA A100-PCIe-40GB					40 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0, Triton 21.07"	
"Gigabyte G482-Z54 (1x A100-PCIe-80GB, TensorRT)"	A100-PCIe-80GBx1_TRT	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					1 TB	4 TB	NVMe SSD			1	NVIDIA A100-PCIe-80GB					80 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0"	
"Gigabyte G482-Z54 (1x A100-PCIe-80GB, TensorRT, Triton)"	A100-PCIe-80GBx1_TRT_Triton	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					1 TB	4 TB	NVMe SSD			1	NVIDIA A100-PCIe-80GB					80 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0, Triton 21.07"	
"Supermicro 4029GP-TRT-OTO-28 (1x A10, TensorRT)"	A10x1_TRT	NVIDIA	closed	edge	available	1	Intel(R) Xeon(R) Platinum 8280 CPU @ 2.70GHz	2	28					768 GB	4 TB	NVMe SSD			1	NVIDIA A10					16 GB	GDDR6				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0"	
"Supermicro 4029GP-TRT-OTO-28 (1x A10, TensorRT, Triton)"	A10x1_TRT_Triton	NVIDIA	closed	edge	available	1	Intel(R) Xeon(R) Platinum 8280 CPU @ 2.70GHz	2	28					768 GB	4 TB	NVMe SSD			1	NVIDIA A10					16 GB	GDDR6				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0, Triton 21.07"	
"Gigabyte G482-Z54 (1x A30, TensorRT)"	A30x1_TRT	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					1 TB	4 TB	NVMe SSD			1	NVIDIA A30					24 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0"	
"Gigabyte G482-Z54 (1x A30, TensorRT, Triton)"	A30x1_TRT_Triton	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					1 TB	4 TB	NVMe SSD			1	NVIDIA A30					24 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0, Triton 21.07"	
"NVIDIA DGX A100 (1x A100-SXM-80GB-MIG-1x1g.10gb, TensorRT)"	DGX-A100_A100-SXM-80GB-MIG_1x1g.10gb_TRT	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					2 TB	15 TB	NVMe SSD			1	NVIDIA A100-SXM-80GB (1x1g.10gb MIG)					80 GB	HBM2e				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0"	
"NVIDIA DGX A100 (1x A100-SXM-80GB-MIG-1x1g.10gb, TensorRT, Triton)"	DGX-A100_A100-SXM-80GB-MIG_1x1g.10gb_TRT_Triton	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					2 TB	15 TB	NVMe SSD			1	NVIDIA A100-SXM-80GB (1x1g.10gb MIG)					80 GB	HBM2e				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0, Triton 21.07"	
"Gigabyte G482-Z54 (1x A30-MIG-1x1g.6gb, TensorRT)"	A30-MIG_1x1g.6gb_TRT	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					1 TB	4 TB	NVMe SSD			1	NVIDIA A30 (1x1g.6gb MIG)					24 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0"	
"Gigabyte G482-Z54 (1x A30-MIG-1x1g.6gb, TensorRT, Triton)"	A30-MIG_1x1g.6gb_TRT_Triton	NVIDIA	closed	edge	available	1	AMD EPYC 7742	2	64					1 TB	4 TB	NVMe SSD			1	NVIDIA A30 (1x1g.6gb MIG)					24 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0, Triton 21.07"	
NVIDIA Jetson AGX Xavier 32GB (TensorRT)	AGX_Xavier_TRT	NVIDIA	closed	edge	available	1	NVIDIA Carmel (ARMv8.2)	1	8					32 GB	32 GB	eMMC 5.1			1	NVIDIA AGX Xavier					Shared with host	SRAM			"GPU and both DLAs are used in resnet50, ssd-mobilenet, and ssd-resnet34, in Offline scenario"	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2"	Ubuntu 18.04	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2, cuDNN 8.2.3, DALI 0.31.0"	
"NVIDIA Jetson AGX Xavier 32GB (TensorRT, Triton)"	AGX_Xavier_TRT_Triton	NVIDIA	closed	edge	available	1	NVIDIA Carmel (ARMv8.2)	1	8					32 GB	32 GB	eMMC 5.1			1	NVIDIA AGX Xavier					Shared with host	SRAM			"GPU and both DLAs are used in resnet50, ssd-mobilenet, and ssd-resnet34, in Offline scenario"	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2"	Ubuntu 18.04	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2, cuDNN 8.2.3, DALI 0.31.0, Triton 21.07"	
"Auvidea X220-LC AGX Xavier 32GB (MaxQ, TensorRT)"	AGX_Xavier_TRT_MaxQ	NVIDIA	closed	edge	available	1	NVIDIA Carmel (ARMv8.2)	1	8					32 GB	32 GB	eMMC 5.1			1	NVIDIA AGX Xavier					Shared with host	SRAM			"GPU and both DLAs are used in resnet50, ssd-mobilenet, and ssd-resnet34, in Offline scenario"	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2"	Ubuntu 18.04	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2, cuDNN 8.2.3, DALI 0.31.0"	
NVIDIA Jetson Xavier NX (TensorRT)	Xavier_NX_TRT	NVIDIA	closed	edge	available	1	NVIDIA Carmel (ARMv8.2)	1	6					8 GB	32 GB	Micro SD Card			1	NVIDIA Xavier NX					Shared with host	SRAM			"GPU and both DLAs are used in resnet50, ssd-mobilenet, and ssd-resnet34, in Offline scenario"	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2"	Ubuntu 18.04	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2, cuDNN 8.2.3, DALI 0.31.0"	
"NVIDIA Jetson Xavier NX (TensorRT, Triton)"	Xavier_NX_TRT_Triton	NVIDIA	closed	edge	available	1	NVIDIA Carmel (ARMv8.2)	1	6					8 GB	32 GB	Micro SD Card			1	NVIDIA Xavier NX					Shared with host	SRAM			"GPU and both DLAs are used in resnet50, ssd-mobilenet, and ssd-resnet34, in Offline scenario"	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2"	Ubuntu 18.04	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2, cuDNN 8.2.3, DALI 0.31.0, Triton 21.07"	
"Auvidea JNX30 Xavier NX (MaxQ, TensorRT)"	Xavier_NX_TRT_MaxQ	NVIDIA	closed	edge	available	1	NVIDIA Carmel (ARMv8.2)	1	6					8 GB	32 GB	Micro SD Card			1	NVIDIA Xavier NX					Shared with host	SRAM			"GPU and both DLAs are used in resnet50, ssd-mobilenet, and ssd-resnet34, in Offline scenario"	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2"	Ubuntu 18.04	"JetPack 4.6, TensorRT 8.0.1, CUDA 10.2, cuDNN 8.2.3, DALI 0.31.0"	
"Gigabyte G242-P31 (1x A100-PCIe-aarch64, TensorRT)"	A100-PCIe-aarch64x1_TRT	NVIDIA	closed	edge	available	1	ARM Neoverse-N1	1	80					1 TB	4 TB	NVMe SSD			1	NVIDIA A100-PCIe-40GB					40 GB	HBM2				"TensorRT 8.0.2, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.2, CUDA 11.3, cuDNN 8.2.1, Driver 470.42.01, DALI 0.31.0"	
Supermicro SYS-240P-TNRT (Cooper Lake running Triton)	Triton_CPU_4S_8380Hx1	NVIDIA	closed	datacenter	available	1	Intel(R) Xeon(R) Gold 8380H CPU @ 2.70GHz	4	28				12 slots / 32GB each / 3200 MT/s per socket	1536 GB	4 TB	NVMe SSD			0	N/A					N/A					OpenVino 2021	Ubuntu 20.04.4	"Tensorflow 2.4.0, OpenVino 2021, Triton 21.07"	CPU Inference on Triton Inference Server
"Supermicro AS-4124GS-TNR (8x A30, TensorRT)"	A30x8_TRT	NVIDIA	closed	datacenter	available	1	AMD EPYC 7742 CPU @2.25GHz	2	64					1 TB	7 TB	NVMe SSD			8	NVIDIA A30					24 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0"	
"Supermicro AS-4124GS-TNR (8x A30, TensorRT, Triton)"	A30x8_TRT_Triton	NVIDIA	closed	datacenter	available	1	AMD EPYC 7742 CPU @2.25GHz	2	64					1 TB	7 TB	NVMe SSD			8	NVIDIA A30					24 GB	HBM2				"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.4	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0"	
